도로코드,도로명,전체 유동인구,남성 유동인구,여성 유동인구,10대 유동인구,20대 유동인구,30대 유동인구,40대 유동인구, 50대 유동인구, 60대 이상 유동인구
001020,양녕로1길,45521,21838,23683,1729,12844,10592,6513,6962,6881
001021,양녕로2길,37548,18579,18969,1461,14016,7758,4691,4869,4753
001022,양산로19길,33605,17843,15762,259,7542,7943,6142,6408,5311
001023,양산로23길,41317,22470,18847,693,8580,9208,7814,8622,6399
001024,양재대로103길,111245,56558,54687,3804,25507,24920,20065,21253,15696
001025,양재대로124길,38839,19186,19653,2883,7177,7831,6866,7854,6227
001026,양재대로128길,69782,36332,33450,6524,18637,13591,10899,11204,8927
001027,양재대로84길,6456,3344,3112,772,1325,1104,1148,1133,974
001028,양재대로85길,104112,54959,49153,10779,20645,19968,19335,18689,14696
001029,양재천로19길,22276,12972,9304,162,4999,7251,4670,3646,1549
001030,양천로14길,34883,17901,16982,1927,7055,7514,5566,6735,6087
001031,양천로16길,11120,5617,5503,771,1800,2147,1685,2578,2140
001032,양천로47길,4995,3192,1803,64,572,1133,1096,1234,897
001033,양천로49길,63685,33940,29745,3644,13587,14892,11056,12189,8317
001034,양천로57길,24083,12343,11740,879,5614,5256,3488,4281,4565
001035,양천로69길,17579,8516,9063,2345,2722,4358,4297,2379,1477
001036,양평로17길,57452,32424,25028,2576,14399,13785,11578,9739,5375
001037,양평로18길,52475,28919,23556,3101,14995,13339,9094,7699,4247
001038,양평로19길,21327,12017,9309,890,5209,5539,4378,3568,1742
001039,양평로20길,55055,30847,24208,2873,15016,13768,10176,8580,4643
001040,양평로22길,41430,23030,18400,1666,10972,11871,8205,5953,2764
001041,양평로24길,29905,16610,13295,1082,7958,8963,5932,4152,1817
001042,양화로19길,22663,9900,12763,1243,10483,5253,2814,1840,1029
001043,양화로23길,26909,11659,15250,1360,12752,6200,3527,2013,1058
001044,양화로7길,128391,61413,66978,3490,46162,37323,20864,12101,8451
001045,어울마당로1길,23094,11766,11328,1245,10491,5936,2487,1902,1034
001046,언남11길,14047,7785,6263,26,3280,5972,3172,1011,585
001047,언주로108길,36864,20281,16583,471,10188,11895,6480,4774,3057
001048,언주로125길,46582,27299,19283,792,11708,13501,9369,5957,5254
001049,언주로30길,87670,41641,46028,4014,15513,18464,19063,15974,14642
001050,여의대방로10길,14944,6390,8554,2341,1857,2771,3128,2663,2184
001051,여의대방로13길,27084,13231,13852,3156,5141,5715,5734,4048,3290
001052,여의대방로23길,13264,7168,6096,608,3395,2758,2518,2297,1688
001053,여의대방로24가길,36567,19244,17322,2681,8969,7858,7195,5596,4268
001054,여의대방로36길,51513,25987,25526,8009,10145,8152,9990,8497,6719
001055,여의대방로39길,40142,22836,17305,4874,7371,6647,6851,7987,6412
001056,여의대방로43가길,11046,5747,5299,1602,2453,1842,2291,1678,1180
001057,여의대방로55길,48265,26333,21932,2703,13513,9687,8264,7825,6273
001058,여의대방로59길,21121,11632,9489,684,5273,4649,3714,3614,3188
001059,여의대방로61길,25321,13998,11323,725,6162,5660,4489,4357,3930
001060,역말로9길,46066,20337,25729,3985,9195,10392,8231,7396,6868
001061,역삼로78길,69954,36183,33771,14086,12674,10905,15825,10639,5824
001062,연남로5길,136819,63816,73003,6003,53297,35875,20774,12008,8862
001063,연대동문길,66858,21623,45235,6217,33954,9688,6655,6254,4090
001064,연무장3길,19616,11072,8544,598,5633,5385,3676,2779,1546
001065,연무장5가길,49069,28275,20793,1020,14249,13045,8188,8307,4260
001066,연무장길,113119,64231,48888,2758,32376,27833,20161,18958,11034
001067,연서로13길,36176,16521,19655,5920,6291,6039,7232,5986,4709
001068,연서로16길,161105,72592,88513,17618,28085,31868,32244,27794,23496
001069,연서로17길,69494,31828,37665,5472,13847,12823,12454,13135,11762
001070,연서로19길,82686,37997,44690,7186,16433,15288,14601,15414,13765
001071,연서로20길,338148,150836,187312,37477,61926,65039,64993,55148,53566
001072,연서로21길,109066,50360,58706,10010,21877,20441,19012,19913,17812
001073,연서로27길,56600,25388,31212,5755,14756,11879,9255,8652,6303
001074,연서로28길,236939,108618,128321,12364,63812,44887,39708,38896,37271
001075,연서로34길,86230,41291,44939,9110,12435,15153,16518,16254,16761
001076,연서로3길,80633,40330,40304,9733,15787,16291,14003,13495,11324
001077,연서로5길,16341,8420,7921,1327,3165,3629,2930,2738,2552
001078,연서로6길,155667,71881,83785,12411,33487,33050,29666,26299,20755
001079,연서로9길,101246,48203,53043,13927,19819,18109,21294,16016,12082
001080,연세로2길,111425,47975,63451,8353,58698,18485,11556,9314,5019
001081,연세로2마길,46956,20058,26898,4057,26350,7528,4342,3197,1484
001082,연세로4길,102087,47141,54945,11415,62825,12667,7101,4859,3220
001083,연희로11가길,45614,21521,24093,1693,14814,10370,7376,6042,5318
001084,연희로15길,124281,58940,65341,4886,44106,27850,20070,15494,11876
001085,연희로25길,43172,20951,22222,2372,11896,9076,8365,6563,4900
001086,연희로31길,3070,1602,1468,110,534,698,643,548,537
001087,연희로33길,20415,9695,10720,767,3651,3723,4575,4080,3619
001088,연희로39길,26678,13012,13666,709,4245,7714,6428,3104,4479
001089,연희로41가길,6885,4202,2683,361,1364,1468,1333,1297,1062
001090,연희로41길,9910,5688,4222,560,1936,2068,1821,1890,1635
001091,연희로8길,45012,22905,22107,907,23732,7372,4894,4288,3819
001092,영등포로13길,53584,30228,23356,1575,10533,11750,10942,10873,7911
001093,영등포로18길,56406,26514,29891,486,16072,17496,11909,5959,4484
001094,영등포로25길,52395,29707,22689,1094,13012,11746,9087,9805,7652
001095,영등포로27길,20197,11189,9008,499,4584,4980,3309,3615,3210
001096,영등포로35길,66403,35998,30405,1295,13031,12508,11163,13954,14453
001097,영등포로53길,8459,5142,3317,115,3025,1726,1274,1279,1041
001098,영등포로5길,12716,7723,4993,75,2730,4291,2699,1823,1099
001099,영등포로60길,21685,12676,9009,754,7173,4805,3196,3381,2377
001100,영등포로62길,24558,13506,11052,1119,6834,5828,3819,3935,3023
001101,영등포로64길,63921,33683,30239,3822,10417,12028,12565,13321,11769
001102,영등포로65길,11669,5974,5695,327,2950,3263,1907,1771,1450
001103,영등포로72길,80635,42619,38016,5115,18227,16058,13763,14127,13346
001104,영등포로80길,493183,247345,245838,31899,100519,86191,87136,94517,92920
001105,영등포로84길,129038,66330,62708,6745,33579,23465,21525,22607,21117
001106,영신로17길,34572,20060,14512,2226,10692,6332,5536,5161,4625
001107,영신로19길,32058,19067,12991,2391,10493,5714,4913,4479,4067
001108,영신로20길,14762,7668,7094,793,4414,2966,2511,2203,1874
001109,영신로38길,15864,8722,7141,302,3218,2748,2735,3356,3504
001110,영신로54길,47947,22838,25109,2261,9782,12628,9194,7598,6484
001111,영신로57길,15658,8285,7374,644,3973,3986,2602,2494,1960
001112,영신로9길,72882,37867,35015,4125,14662,14505,14836,13486,11269
001113,영중로29길,35207,18974,16233,1156,7933,9446,6870,5577,4225
001114,영중로42길,28235,13724,14511,1122,8858,8004,4584,3216,2452
001115,영천시장길,13340,6558,6782,1078,2295,2348,2464,2619,2536
001116,오금로11길,129432,68903,60530,6009,39494,30391,21973,18156,13411
001117,오금로31길,6731,3011,3719,999,999,1062,1443,1462,765
001118,오금로32길,2765,1311,1454,424,468,551,368,529,425
001119,오금로35길,14833,7470,7362,1160,2668,2490,2485,3148,2882
001120,오금로36길,96398,49842,46557,5349,17798,18493,18651,20844,15264
001121,오금로46길,70697,34929,35768,7548,13047,12524,11638,14274,11666
001122,오금로64길,15517,8187,7330,759,2612,3340,3178,2989,2639
001123,오류로8길,81183,40817,40366,4037,17121,17828,13636,14979,13582
001124,오리로22길,2644,798,1846,824,58,159,534,548,521
001125,오목로54길,69673,35783,33890,7633,17617,12702,13031,10891,7799
001126,오패산로13길,19069,9297,9771,1938,2922,3860,3671,3249,3429
001127,오패산로19길,35850,16259,19591,4158,6755,6318,6113,6081,6425
001128,오패산로30길,29842,13951,15891,2081,6410,5699,5306,5026,5320
001129,오패산로31길,98778,47748,51030,7787,28339,17872,15097,16114,13569
001130,오패산로3길,78778,38247,40531,6708,16271,14848,14152,13744,13055
001131,오패산로52길,68642,34904,33738,6350,12611,11954,12544,12502,12681
001132,오패산로67길,126752,69777,56975,3798,34010,21337,21492,25821,20295
001133,오현로21길,22267,11815,10452,437,4532,3701,4228,4797,4571
001134,오현로25다길,30341,15483,14857,523,6239,5396,5439,6452,6291
001135,오현로31길,41728,19634,22094,796,8338,5408,8195,8317,10674
001136,오현로32길,29855,13111,16743,2424,5382,4807,6260,5594,5388
001137,오현로9길,37653,18607,19046,2722,7329,8205,6486,6499,6413
001138,옥인6길,6875,2307,4568,1442,1880,1210,1047,727,568
001139,올림픽로32길,96296,52152,44145,4721,27056,24348,15618,14415,10137
001140,올림픽로33길,4849,2559,2290,331,968,1094,830,851,775
001142,올림픽로35길,23190,10855,12335,1838,3643,5496,4618,3632,3963
001143,올림픽로4길,534,180,354,91,36,62,85,75,185
001144,올림픽로62길,40546,21574,18971,1850,11096,8226,6569,7144,5661
001145,올림픽로92길,95215,48484,46731,5183,18348,19917,16810,18848,16110
001146,올림픽로98길,180287,89469,90818,11810,35081,35688,34058,33967,29683
001147,와우산로29길,63041,26585,36456,7655,30495,13597,6011,3799,1485
001148,와우산로29나길,63508,26235,37272,7857,32599,12631,5871,3197,1353
001149,와우산로30길,60922,27734,33187,8694,31197,10725,5338,3676,1292
001150,와우산로3길,42410,20861,21549,1458,18012,11468,5061,3690,2721
001151,왕산로22길,71057,37394,33663,4106,20049,14936,10886,12053,9028
001152,왕산로26길,15178,7787,7391,805,3691,2611,2399,2426,3246
001153,왕산로30길,79263,39356,39907,952,10083,10321,11216,16767,29923
001154,왕산로32길,16583,8522,8060,127,2602,3170,2208,3661,4814
001155,왕산로36길,73198,36309,36889,2117,14030,9923,10175,15053,21900
001156,왕산로3길,10316,5986,4329,511,2885,2192,1766,1664,1297
001157,왕산로45길,83039,41523,41516,4802,18522,14608,12737,14913,17458
001158,왕십리로14길,32993,17542,15451,799,7584,7413,6294,5894,5008
001159,왕십리로19길,12809,6920,5889,1033,4788,2678,1939,1462,910
001160,왕십리로21길,60112,28831,31281,3946,15649,12777,10397,9655,7689
001161,왕십리로22길,11096,5606,5490,538,4112,2160,1643,1559,1084
001162,왕십리로26길,201336,102328,99008,10426,59600,38240,33274,36450,23345
001163,왕십리로30길,155481,80456,75025,9034,40750,28966,26144,31122,19464
001164,왕십리로31가길,69144,32821,36323,3182,18923,17002,10972,10470,8594
001165,왕십리로31나길,34301,16272,18029,1662,9082,8326,5539,5344,4347
001166,왕십리로33길,36465,17158,19307,1819,8877,8737,5805,5983,5242
001167,왕십리로5길,96092,48824,47268,3573,27356,23596,16765,14251,10552
001168,왕십리로6길,72881,38980,33901,2319,19486,18828,13781,10593,7874
001169,왕십리로8길,23105,12077,11027,896,6267,5849,4205,3349,2538
001170,외대역동로34길,7609,3197,4411,32,3207,2431,241,1346,351
001171,외대역동로5가길,13580,6565,7015,1010,4835,2243,1850,1888,1754
001172,용답19길,5325,2856,2469,86,1240,1141,992,1026,839
001173,용답25길,25660,13982,11678,723,6003,5205,4934,4862,3933
001174,용답중앙11다길,10504,5047,5457,327,2332,2174,1934,1919,1819
001175,용답중앙13길,15451,7805,7647,444,3506,3120,2778,2887,2715
001176,용답중앙길,114444,59654,54790,4277,28563,22908,20264,20222,18210
001177,용마산로112길,47881,24486,23395,2339,8034,8071,8534,11376,9526
001178,용마산로115길,127155,64969,62186,4616,25614,24330,21676,28842,22078
001179,용마산로117길,36613,18227,18386,1921,5961,6912,6313,8515,6992
001180,용마산로139길,6231,4220,2011,41,828,1244,1382,1788,949
001181,용마산로45길,36085,18353,17732,1198,7717,7761,5697,8209,5503
001182,우사단로10길,120029,61481,58548,1396,39198,36905,19400,12803,10328
001183,우사단로2길,52529,30182,22348,1961,16022,13958,8259,6447,5883
001184,우사단로6길,61007,34931,26077,1609,18985,17999,9572,7006,5836
001185,우이천로20길,16685,8518,8167,1316,3642,3196,2675,3273,2583
001186,우이천로4라길,87922,47505,40417,1607,13522,17810,19525,20077,15381
001187,원효로19길,30546,16294,14251,1671,5507,7230,7017,4739,4381
001188,원효로25길,12530,6724,5806,612,2087,3150,2959,1925,1796
001189,원효로35길,57909,28120,29788,4333,12228,13210,11656,8162,8320
001190,원효로39길,24414,14777,9637,1068,5692,5861,5176,3574,3043
001191,원효로41길,48305,28514,19790,2255,11133,11553,10175,7038,6151
001192,원효로53길,41737,25292,16444,768,8446,10229,8817,7267,6210
001193,원효로71길,2836,1180,1657,29,1078,536,395,432,366
001194,원효로89길,58349,32706,25643,3844,14252,16515,10665,7678,5395
001195,월계로21가길,9909,3738,6171,2212,1619,1914,1552,1145,1467
001196,월계로21길,9725,3602,6123,2014,1698,1891,1560,1040,1523
001197,월계로37길,12499,6311,6189,938,2054,2052,2447,2310,2698
001198,월계로38길,0,0,0,0,0,0,0,0,0
001199,월계로49길,18978,11995,6983,2551,6186,2881,2784,2648,1928
001200,월계로7나길,233029,114000,119029,19985,62167,41674,37022,38319,33863
001201,월곡로14길,32483,12640,19843,3311,7748,6657,6865,3990,3912
001202,월곡로5길,59979,29792,30188,5021,12686,9805,10717,10898,10852
001203,월드컵로10길,97453,45575,51878,3728,30909,26939,17127,10758,7991
001204,월드컵로14길,66812,31252,35561,2681,21707,18556,12337,6471,5061
001205,월드컵로23길,248413,115535,132878,11152,75723,62955,44212,29352,25019
001206,월드컵로25길,107608,50309,57299,6862,26011,27191,20231,14348,12965
001207,월드컵로29길,128784,61328,67456,9180,30720,31552,23910,17995,15428
001208,월드컵로31길,114810,56741,58069,8602,28466,27005,20630,16809,13298
001209,월드컵로32길,27325,13172,14153,1401,8636,6722,4554,3495,2518
001210,월드컵로36길,31398,14660,16738,2820,5869,6889,6306,5069,4445
001211,월드컵로3길,71707,32204,39503,1825,24915,20894,11638,7761,4674
001212,월드컵로7길,73389,32686,40702,1884,26420,24326,10520,6055,4183
001213,월드컵북로16길,117652,56408,61244,6001,31768,28470,22537,15706,13171
001214,월드컵북로30길,60140,29183,30958,6381,12006,12149,11383,9536,8685
001215,월드컵북로48길,104888,56107,48780,4065,29294,30001,20370,13702,7457
001216,월드컵북로4길,65292,30876,34416,2571,28568,17860,8952,4585,2757
001217,월드컵북로5나길,24443,12479,11964,720,7553,6248,4659,2830,2435
001218,월드컵북로6길,176091,82534,93556,7196,72848,46867,25527,14249,9404
001219,월드컵북로7길,132618,65684,66934,4580,41693,34513,24552,15618,11662
001220,위례성대로18길,151178,75262,75916,19365,27475,27990,27719,26684,21946
001221,위례성대로20길,34037,16756,17281,3349,5911,6305,5912,6602,5957
001222,윤보선길,33623,17238,16386,1646,7464,7473,6482,5031,5528
001223,율곡로10길,34113,18630,15483,1365,10003,8066,6207,5042,3430
001224,율곡로16길,26452,16116,10336,551,6573,4429,5038,5176,4685
001225,율곡로17길,12898,7038,5860,451,3348,2470,2357,2268,2003
001226,율곡로19길,30891,17491,13399,1187,8334,5598,5637,5339,4796
001227,율곡로1길,28977,14221,14756,1453,6834,7633,5903,4253,2901
001228,율곡로25길,7966,5298,2668,367,2224,1235,1175,1799,1167
001229,율곡로3길,17243,7956,9287,1038,4341,4205,3373,2610,1677
001230,율곡로5길,22386,11878,10508,932,4782,4920,4275,3347,4130
001231,율곡로6길,30064,16862,13202,1115,8260,6971,5471,4573,3675
001232,은천로15길,9699,4700,4999,957,1995,2069,1867,1383,1427
001233,은천로19길,12419,6036,6383,954,2252,2766,2510,2107,1830
001234,은천로23길,14718,7347,7371,717,2676,3356,3057,2725,2187
001235,은천로24길,19940,10071,9869,650,3881,4279,3835,4029,3265
001236,은천로25길,18569,9361,9209,1078,3386,4136,3858,3379,2733
001237,은천로2길,28214,15286,12929,504,7877,5765,4567,4779,4722
001238,은천로35라길,37899,19212,18688,2547,8211,8770,6747,5987,5637
001239,은천로5길,21114,11420,9694,438,6561,4278,3135,3283,3418
001240,은천로6길,110861,57599,53262,6868,26696,22341,16821,18850,19285
001241,은천로9길,48554,25591,22963,3052,10961,9760,7498,8629,8654
001242,은평로10길,94561,46873,47687,5977,16611,18702,19535,17775,15961
001243,은평로11길,34186,16691,17495,1520,5134,7739,7491,7064,5238
001244,은평로12길,48286,21690,26596,5202,7520,9202,10286,8685,7391
001245,은평로13길,16697,7309,9389,844,1689,4323,3989,3521,2331
001246,은평로20길,32960,18216,14744,3583,5233,4875,7093,7382,4794
001247,은평로21길,56268,29581,26687,5263,10409,10364,11022,11186,8024
001248,은평로3길,84772,41546,43226,7681,18144,15923,16340,14954,11730
001249,은평로6길,56612,23549,33063,3608,10600,13139,11519,10289,7457
001250,은평로8길,58989,25798,33191,3919,9473,13481,12670,11139,8307
001251,은평로9길,44275,18169,26106,1985,7215,10413,9474,9026,6163
001252,을지로22길,38024,23068,14956,1104,6445,7834,8160,8170,6311
001253,을지로30길,21878,14234,7644,113,3039,4071,4485,5435,4736
001254,을지로32길,9946,6483,3463,24,1365,1751,1971,2658,2178
001255,을지로5길,16447,9744,6703,165,4423,5391,3646,1843,980
001256,응암로11길,227447,114438,113008,15283,43686,43980,42234,43336,38928
001257,응암로12길,87243,44245,42998,7946,16252,16188,15682,16963,14213
001258,응암로13길,46713,24198,22516,2987,9363,8255,8750,9224,8134
001259,응암로14길,106277,54366,51911,7075,18746,21548,20117,20025,18766
001260,응암로1길,29439,14537,14902,1976,5473,5758,5274,5450,5508
001261,응암로20길,89677,46994,42683,4097,15543,18542,19224,17535,14737
001262,응암로22길,82553,43629,38923,3430,15308,16813,17965,15979,13057
001263,응암로29길,119457,60748,58708,9648,23436,24213,23508,19886,18766
001264,응암로2길,32636,16367,16268,2556,7013,5853,5561,6085,5567
001265,응암로34길,52740,25636,27104,4593,8452,10645,11334,8959,8756
001266,응암로9길,77153,39438,37715,5231,12999,14156,14289,16220,14257
001267,이문로12길,25299,12106,13194,2084,11434,3660,2854,2509,2758
001268,이문로1길,6260,3367,2894,745,1976,1057,1003,769,710
001269,이문로24길,32621,16095,16527,4018,18703,4050,2384,2098,1368
001270,이문로25길,30252,14635,15618,3992,18356,3073,2054,1863,914
001271,이문로28길,130723,64286,66436,16548,77022,14799,9630,7799,4926
001272,이문로38길,39351,21068,18283,1973,12244,7203,6015,5859,6057
001273,이문로42길,78372,40788,37584,5051,23525,13646,12465,12417,11268
001274,이문로43나길,245,181,64,0,132,33,28,49,3
001275,이촌로14길,4592,2674,1918,0,343,1292,1013,880,1063
001276,이촌로22길,13425,6721,6704,15,1271,3612,2671,2454,3402
001277,이촌로75길,5090,2188,2901,229,641,1112,1236,944,928
001278,이촌로88길,38701,17046,21655,3705,6644,7184,9042,6282,5844
001279,이태원로17길,30006,13455,16551,885,15851,7390,2919,1726,1234
001280,이태원로20가길,73713,33511,40202,1948,38159,17906,7276,4620,3803
001281,이태원로20길,62804,28685,34119,1662,32395,15194,6173,4000,3381
001282,이태원로26길,35470,16642,18827,774,17002,8266,3800,2937,2691
001283,이태원로27길,45233,22299,22935,945,25548,12199,3656,2020,865
001284,이태원로36길,49798,25710,24087,419,15251,15375,9508,5189,4056
001285,이태원로42길,32289,14057,18232,436,13071,9698,4746,2600,1738
001287,이화장길,46785,22233,24552,3190,14786,9951,7680,6289,4890
001288,인수봉로12길,39628,19011,20617,5210,7589,7138,7065,6676,5950
001289,인수봉로19길,1122,651,471,238,299,133,95,227,130
001290,인수봉로28길,2745,796,1950,677,708,173,153,317,717
001291,인수봉로52가길,17381,8173,9208,658,3730,3364,3635,3066,2929
001292,인수봉로55길,36148,15540,20608,1180,9202,7248,6641,6795,5083
001293,인수봉로56길,22801,11635,11166,527,4450,4509,5695,3805,3815
001294,인수봉로67길,7647,3666,3981,235,1584,1266,1757,1403,1402
001295,인수봉로68길,36462,17040,19422,1186,6152,6661,7582,7075,7806
001296,인수봉로6길,7963,3791,4172,670,1413,1324,1587,1566,1403
001297,인수봉로72가길,2630,1158,1471,99,498,369,482,456,726
001298,인수봉로72길,39889,18391,21498,2545,7725,6798,7186,7173,8462
001299,인수봉로77길,12694,6193,6501,1313,2270,1923,2398,2454,2336
001300,인수봉로78길,38775,19031,19745,2291,8186,7477,6850,6890,7080
001301,인수봉로79길,31686,15022,16664,1808,6296,4845,5634,6840,6264
001302,인촌로17가길,49495,23777,25718,4718,17153,7807,5642,6985,7190
001303,인촌로1길,74111,36255,37856,4174,26438,13310,10811,10727,8650
001304,인촌로24가길,53105,32846,20259,9995,32528,4907,3029,1663,982
001305,인촌로24길,187038,118304,68735,30212,110524,20524,12434,8219,5126
001306,인촌로27길,134823,73490,61333,24759,72895,12835,8659,8373,7303
001307,인촌로28길,81815,43033,38782,15102,45561,7094,5563,4921,3574
001308,인촌로6길,39588,20819,18768,2762,12620,6758,5650,6322,5476
001309,인촌로7다길,549082,238836,310246,58898,242380,90395,61096,53575,42737
001310,인헌3길,20025,10002,10022,1825,5775,4954,2427,3056,1986
001311,인헌4길,13280,6698,6582,645,3954,2913,1982,2117,1669
001312,인헌6길,70142,36158,33984,3556,24120,15167,9983,9403,7912
001313,인헌길,89500,44236,45264,5101,26136,21748,11660,13830,11025
001314,일원로9길,103366,53498,49869,3973,19808,19555,18234,20514,21283
001315,자동차시장1길,5776,3854,1922,41,1468,1400,1195,1080,593
001316,자양로15길,252666,129160,123506,13582,60983,50847,41956,46049,39250
001317,자양번영로1길,28332,14750,13582,1976,6663,6390,5006,4351,3946
001318,자하문로10길,29213,14747,14465,1857,7821,7176,5547,4112,2701
001319,자하문로1길,3362,1593,1769,218,604,734,752,597,457
001320,자하문로24길,9261,5502,3759,473,1891,2386,2211,1462,837
001321,자하문로33길,4143,2502,1641,667,898,871,781,592,335
001322,자하문로36길,2111,1289,822,556,290,197,413,397,258
001323,자하문로41길,1078,514,563,55,313,188,186,192,145
001324,자하문로5길,36772,17805,18967,2589,8877,8510,7457,5559,3780
001325,자하문로7길,61178,26942,34237,6482,16678,13705,10754,7786,5772
001326,자하문로9길,49110,21033,28077,5714,13345,10769,8452,6124,4707
001327,잔다리로7안길,154594,74444,80149,4245,53876,45891,25986,14697,9899
001328,잠원로14길,14583,7035,7548,1081,1840,3443,3636,2450,2134
001329,잠원로8길,6031,2771,3260,365,716,1421,1495,1084,950
001330,장군봉1길,165609,78275,87333,8699,36767,29065,26431,30550,34097
001331,장군봉2길,43808,22049,21759,2545,12657,9427,6077,6595,6507
001332,장문로45길,51975,27791,24184,1628,14310,12053,9538,7552,6895
001333,장문로49길,25688,12697,12990,29,7456,7241,4473,3775,2713
001334,장문로6길,12662,7768,4894,963,2985,2343,2473,2236,1662
001335,장월로12길,24418,11608,12810,1648,3631,3167,4626,5769,5578
001336,장월로1길,159203,64704,94499,16278,53797,22765,24370,21636,20358
001337,장월로1마길,37251,14024,23227,4312,12490,4930,5659,4939,4920
001338,장월로24길,18863,9078,9785,1049,2162,2843,4161,4968,3681
001339,장월로2길,18923,9234,9690,935,4426,3199,3592,3775,2995
001340,장월로3길,8800,4002,4797,655,2786,1511,1346,1338,1164
001341,장위로37길,56437,27156,29281,4156,8501,7291,10565,13339,12584
001342,장위로38길,31367,15600,15767,1998,4974,4662,6009,7182,6542
001343,장위로40길,19479,10037,9442,1210,3017,2947,3807,4393,4106
001344,장위로50길,8919,4750,4170,622,1754,1449,1495,1892,1708
001345,장충단로8길,83416,43869,39547,3062,22160,18349,14144,14428,11272
001346,장터2길,23302,11298,12004,1366,4833,4769,3955,4271,4109
001347,장터3길,113612,54295,59316,7902,20626,24364,20397,20014,20308
001348,장터5길,38657,19207,19450,2664,8168,7280,6299,6964,7283
001349,장터길,39400,19764,19636,2519,8493,7443,6297,7445,7203
001350,장한로12길,29402,16414,12988,528,4897,7769,5638,5661,4909
001351,장한로18길,21457,11685,9773,431,4349,7095,3749,2729,3104
001352,장한로21길,16195,8105,8090,301,3728,4740,3106,2563,1758
001353,장한로24길,24069,11908,12161,1346,5674,5462,4851,3684,3052
001354,장한로25길,42428,22174,20254,2163,9068,9759,8444,7450,5544
001355,장한로31길,25614,14022,11591,1195,5111,4970,5622,4639,4077
001356,장한로32길,51883,28421,23462,4733,8565,11294,11018,8592,7681
001357,장한로5길,48763,27843,20920,857,10029,10842,9899,9951,7186
001358,장한로6길,33651,19904,13747,649,5761,6881,6423,7777,6161
001359,전농로16길,19377,8685,10692,2172,5808,3150,2946,2627,2675
001360,전농로17길,37327,18247,19079,4694,17756,3873,3847,3858,3298
001361,전농로20길,26046,12218,13828,3646,10992,3343,2930,2572,2563
001362,전농로27길,317248,172098,145150,31574,83785,53226,50897,51779,45988
001363,전농로29길,140796,67890,72906,21149,39265,19651,20605,21444,18682
001364,전농로37길,72463,40415,32048,4781,23918,10099,9727,12572,11366
001365,전농로3길,32068,16325,15743,2413,6109,6396,6339,6238,4574
001366,전농로5길,10747,5235,5512,681,1954,2363,2207,2089,1453
001367,전원말2길,76,75,0,0,2,49,13,11,1
001368,정동길,26309,11785,14524,1347,4931,5581,5077,4886,4487
001369,정릉로10길,23644,13531,10112,4161,10371,2155,2367,2230,2360
001370,정릉로12길,581,393,187,203,302,7,23,17,29
001371,정릉로26길,12146,5800,6347,1125,2314,2382,2337,1971,2017
001372,정릉로27길,33415,16191,17225,3243,6925,6194,6193,5465,5396
001373,정릉로31길,1694,804,891,102,308,342,337,282,324
001374,정릉로31나길,376,117,259,11,50,78,96,59,81
001375,정릉로34길,54329,26177,28152,4687,9949,10723,10938,8963,9068
001376,정릉로36길,30618,14798,15820,2405,5564,6029,6137,5237,5247
001377,정릉로38라길,28500,13466,15034,2950,5855,5382,5082,4588,4645
001378,정릉로38마길,17586,8472,9114,1567,3222,3483,3537,2865,2911
001379,정릉로44길,7437,3432,4005,737,1426,1402,1335,1257,1280
001380,정릉로6길,2807,1472,1334,578,2028,67,86,36,12
001381,정릉로8길,9944,5617,4327,1810,4339,977,956,939,923
001382,정릉로9가길,3221,1708,1513,726,2100,126,155,63,53
001383,정릉로9라길,1730,905,825,362,1231,38,75,14,10
001384,제기로20길,61650,33792,27858,1769,9205,10721,9515,13505,16935
001385,제기로2길,106119,55314,50805,17932,55425,10080,8585,7699,6398
001386,제기로31길,6706,3204,3502,128,1887,1171,1110,1025,1387
001387,제기로37길,44093,21612,22482,3174,11447,7534,5972,7242,8725
001388,제기로38길,142835,70428,72408,9370,34867,24523,20421,24835,28819
001389,제기로5길,106620,55252,51368,11317,64473,12308,7451,6712,4359
001390,조원로12길,68202,37410,30792,1446,15065,13687,13058,14685,10261
001391,조원로13길,21204,10718,10486,486,6280,5038,3005,3266,3129
001392,조원로14길,32583,17671,14912,1235,6932,6866,5770,6666,5114
001393,조원로18길,28065,15464,12601,894,8262,6139,4073,4732,3966
001394,조원로22길,19390,10196,9194,441,5468,4088,3075,3495,2824
001395,조원로2가길,12603,7057,5547,82,4102,2662,1407,2344,2007
001396,조원로31길,107185,50685,56500,767,32341,23284,17154,16669,16970
001397,조원로6길,80451,41716,38735,2688,18670,17640,13190,16175,12087
001398,조원중앙로2길,120556,64514,56041,3724,25837,24899,21945,25523,18626
001399,종로24길,37012,22203,14809,1214,9352,6141,5860,6516,7930
001400,종로26길,5079,3267,1812,112,1109,869,886,990,1114
001401,종로41길,19901,12169,7732,647,4298,3560,3564,4079,3752
001402,종로44길,55101,30289,24813,1630,10587,12003,10182,11040,9659
001403,종로50다길,14723,8507,6216,382,2618,2791,2605,3272,3056
001404,종로51가길,31539,15903,15637,1404,5212,5210,5727,7959,6027
001405,종로57길,105378,52126,53252,6402,19278,19865,18915,22474,18444
001406,종로58가길,88043,43000,45043,1445,20421,21184,17146,14459,13387
001407,종로5길,22804,12786,10018,1439,5212,6283,5153,3166,1551
001408,종로63길,42380,24110,18269,1630,7745,6903,6596,10498,9008
